# S109 late move pruning census. depth is remaining depth at the
# node; move is the index of the legal move searched, from 1.
kind	depth	move	count
reduction	10	40	5
reduction	10	41	5
reduction	10	42	5
reduction	10	43	5
reduction	10	44	5
reduction	10	45	5
reduction	10	46	5
reduction	10	47	5
reduction	10	48	5
reduction	10	49	5
reduction	10	50	5
reduction	10	51	5
reduction	10	52	5
reduction	10	53	5
reduction	10	54	5
reduction	10	55	5
reduction	10	56	5
reduction	10	57	5
reduction	10	58	5
reduction	10	59	5
reduction	10	60	5
reduction	10	61	5
reduction	10	62	5
reduction	10	63	5
reduction	11	1	0
reduction	11	2	1
reduction	11	3	1
reduction	11	4	2
reduction	11	5	2
reduction	11	6	2
reduction	11	7	3
reduction	11	8	3
reduction	11	9	3
reduction	11	10	3
reduction	11	11	3
reduction	11	12	3
reduction	11	13	3
reduction	11	14	3
reduction	11	15	4
reduction	11	16	4
reduction	11	17	4
reduction	11	18	4
reduction	11	19	4
reduction	11	20	4
reduction	11	21	4
reduction	11	22	4
reduction	11	23	4
reduction	11	24	4
reduction	11	25	4
reduction	11	26	4
reduction	11	27	4
reduction	11	28	4
reduction	11	29	4
reduction	11	30	5
reduction	11	31	5
reduction	11	32	5
reduction	11	33	5
reduction	11	34	5
reduction	11	35	5
reduction	11	36	5
reduction	11	37	5
reduction	11	38	5
reduction	11	39	5
reduction	11	40	5
reduction	11	41	5
reduction	11	42	5
reduction	11	43	5
reduction	11	44	5
reduction	11	45	5
reduction	11	46	5
reduction	11	47	5
reduction	11	48	5
reduction	11	49	5
reduction	11	50	5
reduction	11	51	5
reduction	11	52	5
reduction	11	53	5
reduction	11	54	5
reduction	11	55	5
reduction	11	56	5
reduction	11	57	5
reduction	11	58	5
reduction	11	59	5
reduction	11	60	5
reduction	11	61	5
reduction	11	62	5
reduction	11	63	5
reduction	12	1	0
reduction	12	2	1
reduction	12	3	2
reduction	12	4	2
reduction	12	5	2
reduction	12	6	2
reduction	12	7	3
reduction	12	8	3
reduction	12	9	3
reduction	12	10	3
reduction	12	11	3
reduction	12	12	3
reduction	12	13	4
reduction	12	14	4
reduction	12	15	4
reduction	12	16	4
reduction	12	17	4
reduction	12	18	4
reduction	12	19	4
reduction	12	20	4
reduction	12	21	4
reduction	12	22	4
reduction	12	23	4
reduction	12	24	4
reduction	12	25	4
reduction	12	26	4
reduction	12	27	5
reduction	12	28	5
reduction	12	29	5
reduction	12	30	5
reduction	12	31	5
reduction	12	32	5
reduction	12	33	5
reduction	12	34	5
reduction	12	35	5
reduction	12	36	5
reduction	12	37	5
reduction	12	38	5
reduction	12	39	5
reduction	12	40	5
reduction	12	41	5
reduction	12	42	5
reduction	12	43	5
reduction	12	44	5
reduction	12	45	5
reduction	12	46	5
reduction	12	47	5
reduction	12	48	5
reduction	12	49	5
reduction	12	50	5
reduction	12	51	5
reduction	12	52	5
reduction	12	53	5
reduction	12	54	5
reduction	12	55	5
reduction	12	56	6
reduction	12	57	6
reduction	12	58	6
reduction	12	59	6
reduction	12	60	6
reduction	12	61	6
reduction	12	62	6
reduction	12	63	6
reduction	13	1	0
reduction	13	2	1
reduction	13	3	2
reduction	13	4	2
reduction	13	5	2
reduction	13	6	3
reduction	13	7	3
reduction	13	8	3
reduction	13	9	3
reduction	13	10	3
reduction	13	11	3
reduction	13	12	4
reduction	13	13	4
reduction	13	14	4
reduction	13	15	4
reduction	13	16	4
reduction	13	17	4
reduction	13	18	4
reduction	13	19	4
reduction	13	20	4
reduction	13	21	4
reduction	13	22	4
reduction	13	23	4
reduction	13	24	4
reduction	13	25	5
reduction	13	26	5
reduction	13	27	5
reduction	13	28	5
reduction	13	29	5
reduction	13	30	5
reduction	13	31	5
reduction	13	32	5
reduction	13	33	5
reduction	13	34	5
reduction	13	35	5
reduction	13	36	5
reduction	13	37	5
reduction	13	38	5
reduction	13	39	5
reduction	13	40	5
reduction	13	41	5
reduction	13	42	5
reduction	13	43	5
reduction	13	44	5
reduction	13	45	5
reduction	13	46	5
reduction	13	47	5
reduction	13	48	5
reduction	13	49	6
reduction	13	50	6
reduction	13	51	6
reduction	13	52	6
reduction	13	53	6
reduction	13	54	6
reduction	13	55	6
reduction	13	56	6
reduction	13	57	6
reduction	13	58	6
reduction	13	59	6
reduction	13	60	6
reduction	13	61	6
reduction	13	62	6
reduction	13	63	6
reduction	14	1	0
reduction	14	2	1
reduction	14	3	2
reduction	14	4	2
reduction	14	5	2
reduction	14	6	3
reduction	14	7	3
reduction	14	8	3
reduction	14	9	3
reduction	14	10	3
reduction	14	11	3
reduction	14	12	4
reduction	14	13	4
reduction	14	14	4
reduction	14	15	4
reduction	14	16	4
reduction	14	17	4
reduction	14	18	4
reduction	14	19	4
reduction	14	20	4
reduction	14	21	4
reduction	14	22	5
reduction	14	23	5
reduction	14	24	5
reduction	14	25	5
reduction	14	26	5
reduction	14	27	5
reduction	14	28	5
reduction	14	29	5
reduction	14	30	5
reduction	14	31	5
reduction	14	32	5
reduction	14	33	5
reduction	14	34	5
reduction	14	35	5
reduction	14	36	5
reduction	14	37	5
reduction	14	38	5
reduction	14	39	5
reduction	14	40	5
reduction	14	41	5
reduction	14	42	5
reduction	14	43	5
reduction	14	44	6
reduction	14	45	6
reduction	14	46	6
reduction	14	47	6
reduction	14	48	6
reduction	14	49	6
reduction	14	50	6
reduction	14	51	6
reduction	14	52	6
reduction	14	53	6
reduction	14	54	6
reduction	14	55	6
reduction	14	56	6
reduction	14	57	6
reduction	14	58	6
reduction	14	59	6
reduction	14	60	6
reduction	14	61	6
reduction	14	62	6
reduction	14	63	6
reduction	15	1	0
reduction	15	2	1
reduction	15	3	2
reduction	15	4	2
reduction	15	5	2
reduction	15	6	3
reduction	15	7	3
reduction	15	8	3
reduction	15	9	3
reduction	15	10	3
reduction	15	11	4
reduction	15	12	4
reduction	15	13	4
reduction	15	14	4
reduction	15	15	4
reduction	15	16	4
reduction	15	17	4
reduction	15	18	4
reduction	15	19	4
reduction	15	20	4
reduction	15	21	5
reduction	15	22	5
reduction	15	23	5
reduction	15	24	5
reduction	15	25	5
reduction	15	26	5
reduction	15	27	5
reduction	15	28	5
reduction	15	29	5
reduction	15	30	5
reduction	15	31	5
reduction	15	32	5
reduction	15	33	5
reduction	15	34	5
reduction	15	35	5
reduction	15	36	5
reduction	15	37	5
reduction	15	38	5
reduction	15	39	5
reduction	15	40	6
reduction	15	41	6
reduction	15	42	6
reduction	15	43	6
reduction	15	44	6
reduction	15	45	6
reduction	15	46	6
reduction	15	47	6
reduction	15	48	6
reduction	15	49	6
reduction	15	50	6
reduction	15	51	6
reduction	15	52	6
reduction	15	53	6
reduction	15	54	6
reduction	15	55	6
reduction	15	56	6
reduction	15	57	6
reduction	15	58	6
reduction	15	59	6
reduction	15	60	6
reduction	15	61	6
reduction	15	62	6
reduction	15	63	6
reduction	16	1	0
reduction	16	2	1
reduction	16	3	2
reduction	16	4	2
reduction	16	5	2
reduction	16	6	3
reduction	16	7	3
reduction	16	8	3
reduction	16	9	3
reduction	16	10	4
reduction	16	11	4
reduction	16	12	4
reduction	16	13	4
reduction	16	14	4
reduction	16	15	4
reduction	16	16	4
reduction	16	17	4
reduction	16	18	4
reduction	16	19	5
reduction	16	20	5
reduction	16	21	5
reduction	16	22	5
reduction	16	23	5
reduction	16	24	5
reduction	16	25	5
reduction	16	26	5
reduction	16	27	5
reduction	16	28	5
reduction	16	29	5
reduction	16	30	5
reduction	16	31	5
reduction	16	32	5
reduction	16	33	5
reduction	16	34	5
reduction	16	35	5
reduction	16	36	5
reduction	16	37	6
reduction	16	38	6
reduction	16	39	6
reduction	16	40	6
reduction	16	41	6
reduction	16	42	6
reduction	16	43	6
reduction	16	44	6
reduction	16	45	6
reduction	16	46	6
reduction	16	47	6
reduction	16	48	6
reduction	16	49	6
reduction	16	50	6
reduction	16	51	6
reduction	16	52	6
reduction	16	53	6
reduction	16	54	6
reduction	16	55	6
reduction	16	56	6
reduction	16	57	6
reduction	16	58	6
reduction	16	59	6
reduction	16	60	6
reduction	16	61	6
reduction	16	62	6
reduction	16	63	6
reduction	17	1	0
reduction	17	2	1
reduction	17	3	2
reduction	17	4	2
reduction	17	5	3
reduction	17	6	3
reduction	17	7	3
reduction	17	8	3
reduction	17	9	3
reduction	17	10	4
reduction	17	11	4
reduction	17	12	4
reduction	17	13	4
reduction	17	14	4
reduction	17	15	4
reduction	17	16	4
reduction	17	17	4
reduction	17	18	5
reduction	17	19	5
reduction	17	20	5
reduction	17	21	5
reduction	17	22	5
reduction	17	23	5
reduction	17	24	5
reduction	17	25	5
reduction	17	26	5
reduction	17	27	5
reduction	17	28	5
reduction	17	29	5
reduction	17	30	5
reduction	17	31	5
reduction	17	32	5
reduction	17	33	5
reduction	17	34	6
reduction	17	35	6
reduction	17	36	6
reduction	17	37	6
reduction	17	38	6
reduction	17	39	6
reduction	17	40	6
reduction	17	41	6
reduction	17	42	6
reduction	17	43	6
reduction	17	44	6
reduction	17	45	6
reduction	17	46	6
reduction	17	47	6
reduction	17	48	6
reduction	17	49	6
reduction	17	50	6
reduction	17	51	6
reduction	17	52	6
reduction	17	53	6
reduction	17	54	6
reduction	17	55	6
reduction	17	56	6
reduction	17	57	6
reduction	17	58	6
reduction	17	59	6
reduction	17	60	6
reduction	17	61	6
reduction	17	62	6
reduction	17	63	6
reduction	18	1	0
reduction	18	2	1
reduction	18	3	2
reduction	18	4	2
reduction	18	5	3
reduction	18	6	3
reduction	18	7	3
reduction	18	8	3
reduction	18	9	4
reduction	18	10	4
reduction	18	11	4
reduction	18	12	4
reduction	18	13	4
reduction	18	14	4
reduction	18	15	4
reduction	18	16	4
reduction	18	17	5
reduction	18	18	5
reduction	18	19	5
reduction	18	20	5
reduction	18	21	5
reduction	18	22	5
reduction	18	23	5
reduction	18	24	5
reduction	18	25	5
reduction	18	26	5
reduction	18	27	5
reduction	18	28	5
reduction	18	29	5
reduction	18	30	5
reduction	18	31	5
reduction	18	32	6
reduction	18	33	6
reduction	18	34	6
reduction	18	35	6
reduction	18	36	6
reduction	18	37	6
reduction	18	38	6
reduction	18	39	6
reduction	18	40	6
reduction	18	41	6
reduction	18	42	6
reduction	18	43	6
reduction	18	44	6
reduction	18	45	6
reduction	18	46	6
reduction	18	47	6
reduction	18	48	6
reduction	18	49	6
reduction	18	50	6
reduction	18	51	6
reduction	18	52	6
reduction	18	53	6
reduction	18	54	6
reduction	18	55	6
reduction	18	56	6
reduction	18	57	6
reduction	18	58	6
reduction	18	59	6
reduction	18	60	7
reduction	18	61	7
reduction	18	62	7
reduction	18	63	7
reduction	19	1	0
reduction	19	2	1
reduction	19	3	2
reduction	19	4	2
reduction	19	5	3
reduction	19	6	3
reduction	19	7	3
reduction	19	8	3
reduction	19	9	4
reduction	19	10	4
reduction	19	11	4
reduction	19	12	4
reduction	19	13	4
reduction	19	14	4
reduction	19	15	4
reduction	19	16	5
reduction	19	17	5
reduction	19	18	5
reduction	19	19	5
reduction	19	20	5
reduction	19	21	5
reduction	19	22	5
reduction	19	23	5
reduction	19	24	5
reduction	19	25	5
reduction	19	26	5
reduction	19	27	5
reduction	19	28	5
reduction	19	29	5
reduction	19	30	6
reduction	19	31	6
reduction	19	32	6
reduction	19	33	6
reduction	19	34	6
reduction	19	35	6
reduction	19	36	6
reduction	19	37	6
reduction	19	38	6
reduction	19	39	6
reduction	19	40	6
reduction	19	41	6
reduction	19	42	6
reduction	19	43	6
reduction	19	44	6
reduction	19	45	6
reduction	19	46	6
reduction	19	47	6
reduction	19	48	6
reduction	19	49	6
reduction	19	50	6
reduction	19	51	6
reduction	19	52	6
reduction	19	53	6
reduction	19	54	6
reduction	19	55	7
reduction	19	56	7
reduction	19	57	7
reduction	19	58	7
reduction	19	59	7
reduction	19	60	7
reduction	19	61	7
reduction	19	62	7
reduction	19	63	7
reduction	20	1	0
reduction	20	2	1
reduction	20	3	2
reduction	20	4	2
reduction	20	5	3
reduction	20	6	3
reduction	20	7	3
reduction	20	8	3
reduction	20	9	4
reduction	20	10	4
reduction	20	11	4
reduction	20	12	4
reduction	20	13	4
reduction	20	14	4
reduction	20	15	4
reduction	20	16	5
reduction	20	17	5
reduction	20	18	5
reduction	20	19	5
reduction	20	20	5
reduction	20	21	5
reduction	20	22	5
reduction	20	23	5
reduction	20	24	5
reduction	20	25	5
reduction	20	26	5
reduction	20	27	5
reduction	20	28	6
reduction	20	29	6
reduction	20	30	6
reduction	20	31	6
reduction	20	32	6
reduction	20	33	6
reduction	20	34	6
reduction	20	35	6
reduction	20	36	6
reduction	20	37	6
reduction	20	38	6
reduction	20	39	6
reduction	20	40	6
reduction	20	41	6
reduction	20	42	6
reduction	20	43	6
reduction	20	44	6
reduction	20	45	6
reduction	20	46	6
reduction	20	47	6
reduction	20	48	6
reduction	20	49	6
reduction	20	50	6
reduction	20	51	6
reduction	20	52	7
reduction	20	53	7
reduction	20	54	7
reduction	20	55	7
reduction	20	56	7
reduction	20	57	7
reduction	20	58	7
reduction	20	59	7
reduction	20	60	7
reduction	20	61	7
reduction	20	62	7
reduction	20	63	7
reduction	21	1	0
reduction	21	2	1
reduction	21	3	2
reduction	21	4	2
reduction	21	5	3
reduction	21	6	3
reduction	21	7	3
reduction	21	8	3
reduction	21	9	4
reduction	21	10	4
reduction	21	11	4
reduction	21	12	4
reduction	21	13	4
reduction	21	14	4
reduction	21	15	5
reduction	21	16	5
reduction	21	17	5
reduction	21	18	5
reduction	21	19	5
reduction	21	20	5
reduction	21	21	5
reduction	21	22	5
reduction	21	23	5
reduction	21	24	5
reduction	21	25	5
reduction	21	26	5
reduction	21	27	6
reduction	21	28	6
reduction	21	29	6
reduction	21	30	6
reduction	21	31	6
reduction	21	32	6
reduction	21	33	6
reduction	21	34	6
reduction	21	35	6
reduction	21	36	6
reduction	21	37	6
reduction	21	38	6
reduction	21	39	6
reduction	21	40	6
reduction	21	41	6
reduction	21	42	6
reduction	21	43	6
reduction	21	44	6
reduction	21	45	6
reduction	21	46	6
reduction	21	47	6
reduction	21	48	6
reduction	21	49	7
reduction	21	50	7
reduction	21	51	7
reduction	21	52	7
reduction	21	53	7
reduction	21	54	7
reduction	21	55	7
reduction	21	56	7
reduction	21	57	7
reduction	21	58	7
reduction	21	59	7
reduction	21	60	7
reduction	21	61	7
reduction	21	62	7
reduction	21	63	7
reduction	22	1	0
reduction	22	2	1
reduction	22	3	2
reduction	22	4	2
reduction	22	5	3
reduction	22	6	3
reduction	22	7	3
reduction	22	8	4
reduction	22	9	4
reduction	22	10	4
reduction	22	11	4
reduction	22	12	4
reduction	22	13	4
reduction	22	14	5
reduction	22	15	5
reduction	22	16	5
reduction	22	17	5
reduction	22	18	5
reduction	22	19	5
reduction	22	20	5
reduction	22	21	5
reduction	22	22	5
reduction	22	23	5
reduction	22	24	5
reduction	22	25	5
reduction	22	26	6
reduction	22	27	6
reduction	22	28	6
reduction	22	29	6
reduction	22	30	6
reduction	22	31	6
reduction	22	32	6
reduction	22	33	6
reduction	22	34	6
reduction	22	35	6
reduction	22	36	6
reduction	22	37	6
reduction	22	38	6
reduction	22	39	6
reduction	22	40	6
reduction	22	41	6
reduction	22	42	6
reduction	22	43	6
reduction	22	44	6
reduction	22	45	6
reduction	22	46	7
reduction	22	47	7
reduction	22	48	7
reduction	22	49	7
reduction	22	50	7
reduction	22	51	7
reduction	22	52	7
reduction	22	53	7
reduction	22	54	7
reduction	22	55	7
reduction	22	56	7
reduction	22	57	7
reduction	22	58	7
reduction	22	59	7
reduction	22	60	7
reduction	22	61	7
reduction	22	62	7
reduction	22	63	7
reduction	23	1	0
reduction	23	2	1
reduction	23	3	2
reduction	23	4	2
reduction	23	5	3
reduction	23	6	3
reduction	23	7	3
reduction	23	8	4
reduction	23	9	4
reduction	23	10	4
reduction	23	11	4
reduction	23	12	4
reduction	23	13	4
reduction	23	14	5
reduction	23	15	5
reduction	23	16	5
reduction	23	17	5
reduction	23	18	5
reduction	23	19	5
reduction	23	20	5
reduction	23	21	5
reduction	23	22	5
reduction	23	23	5
reduction	23	24	5
reduction	23	25	6
reduction	23	26	6
reduction	23	27	6
reduction	23	28	6
reduction	23	29	6
reduction	23	30	6
reduction	23	31	6
reduction	23	32	6
reduction	23	33	6
reduction	23	34	6
reduction	23	35	6
reduction	23	36	6
reduction	23	37	6
reduction	23	38	6
reduction	23	39	6
reduction	23	40	6
reduction	23	41	6
reduction	23	42	6
reduction	23	43	6
reduction	23	44	7
reduction	23	45	7
reduction	23	46	7
reduction	23	47	7
reduction	23	48	7
reduction	23	49	7
reduction	23	50	7
reduction	23	51	7
reduction	23	52	7
reduction	23	53	7
reduction	23	54	7
reduction	23	55	7
reduction	23	56	7
reduction	23	57	7
reduction	23	58	7
reduction	23	59	7
reduction	23	60	7
reduction	23	61	7
reduction	23	62	7
reduction	23	63	7
reduction	24	1	0
reduction	24	2	1
reduction	24	3	2
reduction	24	4	2
reduction	24	5	3
reduction	24	6	3
reduction	24	7	3
reduction	24	8	4
reduction	24	9	4
reduction	24	10	4
reduction	24	11	4
reduction	24	12	4
reduction	24	13	4
reduction	24	14	5
reduction	24	15	5
reduction	24	16	5
reduction	24	17	5
reduction	24	18	5
reduction	24	19	5
reduction	24	20	5
reduction	24	21	5
reduction	24	22	5
reduction	24	23	5
reduction	24	24	6
reduction	24	25	6
reduction	24	26	6
reduction	24	27	6
reduction	24	28	6
reduction	24	29	6
reduction	24	30	6
reduction	24	31	6
reduction	24	32	6
reduction	24	33	6
reduction	24	34	6
reduction	24	35	6
reduction	24	36	6
reduction	24	37	6
reduction	24	38	6
reduction	24	39	6
reduction	24	40	6
reduction	24	41	7
reduction	24	42	7
reduction	24	43	7
reduction	24	44	7
reduction	24	45	7
reduction	24	46	7
reduction	24	47	7
reduction	24	48	7
reduction	24	49	7
reduction	24	50	7
reduction	24	51	7
reduction	24	52	7
reduction	24	53	7
reduction	24	54	7
reduction	24	55	7
reduction	24	56	7
reduction	24	57	7
reduction	24	58	7
reduction	24	59	7
reduction	24	60	7
reduction	24	61	7
reduction	24	62	7
reduction	24	63	7
reduction	25	1	0
reduction	25	2	1
reduction	25	3	2
reduction	25	4	2
reduction	25	5	3
reduction	25	6	3
reduction	25	7	3
reduction	25	8	4
reduction	25	9	4
reduction	25	10	4
reduction	25	11	4
reduction	25	12	4
reduction	25	13	5
reduction	25	14	5
reduction	25	15	5
reduction	25	16	5
reduction	25	17	5
reduction	25	18	5
reduction	25	19	5
reduction	25	20	5
reduction	25	21	5
reduction	25	22	5
reduction	25	23	6
reduction	25	24	6
reduction	25	25	6
reduction	25	26	6
reduction	25	27	6
reduction	25	28	6
reduction	25	29	6
reduction	25	30	6
reduction	25	31	6
reduction	25	32	6
reduction	25	33	6
reduction	25	34	6
reduction	25	35	6
reduction	25	36	6
reduction	25	37	6
reduction	25	38	6
reduction	25	39	6
reduction	25	40	7
reduction	25	41	7
reduction	25	42	7
reduction	25	43	7
reduction	25	44	7
reduction	25	45	7
reduction	25	46	7
reduction	25	47	7
reduction	25	48	7
reduction	25	49	7
reduction	25	50	7
reduction	25	51	7
reduction	25	52	7
reduction	25	53	7
reduction	25	54	7
reduction	25	55	7
reduction	25	56	7
reduction	25	57	7
reduction	25	58	7
reduction	25	59	7
reduction	25	60	7
reduction	25	61	7
reduction	25	62	7
reduction	25	63	7
reduction	26	1	0
reduction	26	2	1
reduction	26	3	2
reduction	26	4	3
reduction	26	5	3
reduction	26	6	3
reduction	26	7	4
reduction	26	8	4
reduction	26	9	4
reduction	26	10	4
reduction	26	11	4
reduction	26	12	4
reduction	26	13	5
reduction	26	14	5
reduction	26	15	5
reduction	26	16	5
reduction	26	17	5
reduction	26	18	5
reduction	26	19	5
reduction	26	20	5
reduction	26	21	5
reduction	26	22	6
reduction	26	23	6
reduction	26	24	6
reduction	26	25	6
reduction	26	26	6
reduction	26	27	6
reduction	26	28	6
reduction	26	29	6
reduction	26	30	6
reduction	26	31	6
reduction	26	32	6
reduction	26	33	6
reduction	26	34	6
reduction	26	35	6
reduction	26	36	6
reduction	26	37	6
reduction	26	38	7
reduction	26	39	7
reduction	26	40	7
reduction	26	41	7
reduction	26	42	7
reduction	26	43	7
reduction	26	44	7
reduction	26	45	7
reduction	26	46	7
reduction	26	47	7
reduction	26	48	7
reduction	26	49	7
reduction	26	50	7
reduction	26	51	7
reduction	26	52	7
reduction	26	53	7
reduction	26	54	7
reduction	26	55	7
reduction	26	56	7
reduction	26	57	7
reduction	26	58	7
reduction	26	59	7
reduction	26	60	7
reduction	26	61	7
reduction	26	62	7
reduction	26	63	7
reduction	27	1	0
reduction	27	2	1
reduction	27	3	2
reduction	27	4	3
reduction	27	5	3
reduction	27	6	3
reduction	27	7	4
reduction	27	8	4
reduction	27	9	4
reduction	27	10	4
reduction	27	11	4
reduction	27	12	5
reduction	27	13	5
reduction	27	14	5
reduction	27	15	5
reduction	27	16	5
reduction	27	17	5
reduction	27	18	5
reduction	27	19	5
reduction	27	20	5
reduction	27	21	6
reduction	27	22	6
reduction	27	23	6
reduction	27	24	6
reduction	27	25	6
reduction	27	26	6
reduction	27	27	6
reduction	27	28	6
reduction	27	29	6
reduction	27	30	6
reduction	27	31	6
reduction	27	32	6
reduction	27	33	6
reduction	27	34	6
reduction	27	35	6
reduction	27	36	7
reduction	27	37	7
reduction	27	38	7
reduction	27	39	7
reduction	27	40	7
reduction	27	41	7
reduction	27	42	7
reduction	27	43	7
reduction	27	44	7
reduction	27	45	7
reduction	27	46	7
reduction	27	47	7
reduction	27	48	7
reduction	27	49	7
reduction	27	50	7
reduction	27	51	7
reduction	27	52	7
reduction	27	53	7
reduction	27	54	7
reduction	27	55	7
reduction	27	56	7
reduction	27	57	7
reduction	27	58	7
reduction	27	59	7
reduction	27	60	7
reduction	27	61	7
reduction	27	62	7
reduction	27	63	8
reduction	28	1	0
reduction	28	2	1
reduction	28	3	2
reduction	28	4	3
reduction	28	5	3
reduction	28	6	3
reduction	28	7	4
reduction	28	8	4
reduction	28	9	4
reduction	28	10	4
reduction	28	11	4
reduction	28	12	5
reduction	28	13	5
reduction	28	14	5
reduction	28	15	5
reduction	28	16	5
reduction	28	17	5
reduction	28	18	5
reduction	28	19	5
reduction	28	20	6
reduction	28	21	6
reduction	28	22	6
reduction	28	23	6
reduction	28	24	6
reduction	28	25	6
reduction	28	26	6
reduction	28	27	6
reduction	28	28	6
reduction	28	29	6
reduction	28	30	6
reduction	28	31	6
reduction	28	32	6
reduction	28	33	6
reduction	28	34	6
reduction	28	35	7
reduction	28	36	7
reduction	28	37	7
reduction	28	38	7
reduction	28	39	7
reduction	28	40	7
reduction	28	41	7
reduction	28	42	7
reduction	28	43	7
reduction	28	44	7
reduction	28	45	7
reduction	28	46	7
reduction	28	47	7
reduction	28	48	7
reduction	28	49	7
reduction	28	50	7
reduction	28	51	7
reduction	28	52	7
reduction	28	53	7
reduction	28	54	7
reduction	28	55	7
reduction	28	56	7
reduction	28	57	7
reduction	28	58	7
reduction	28	59	7
reduction	28	60	8
reduction	28	61	8
reduction	28	62	8
reduction	28	63	8
reduction	29	1	0
reduction	29	2	1
reduction	29	3	2
reduction	29	4	3
reduction	29	5	3
reduction	29	6	3
reduction	29	7	4
reduction	29	8	4
reduction	29	9	4
reduction	29	10	4
reduction	29	11	4
reduction	29	12	5
reduction	29	13	5
reduction	29	14	5
reduction	29	15	5
reduction	29	16	5
reduction	29	17	5
reduction	29	18	5
reduction	29	19	5
reduction	29	20	6
reduction	29	21	6
reduction	29	22	6
reduction	29	23	6
reduction	29	24	6
reduction	29	25	6
reduction	29	26	6
reduction	29	27	6
reduction	29	28	6
reduction	29	29	6
reduction	29	30	6
reduction	29	31	6
reduction	29	32	6
reduction	29	33	6
reduction	29	34	7
reduction	29	35	7
reduction	29	36	7
reduction	29	37	7
reduction	29	38	7
reduction	29	39	7
reduction	29	40	7
reduction	29	41	7
reduction	29	42	7
reduction	29	43	7
reduction	29	44	7
reduction	29	45	7
reduction	29	46	7
reduction	29	47	7
reduction	29	48	7
reduction	29	49	7
reduction	29	50	7
reduction	29	51	7
reduction	29	52	7
reduction	29	53	7
reduction	29	54	7
reduction	29	55	7
reduction	29	56	7
reduction	29	57	8
reduction	29	58	8
reduction	29	59	8
reduction	29	60	8
reduction	29	61	8
reduction	29	62	8
reduction	29	63	8
reduction	30	1	0
reduction	30	2	1
reduction	30	3	2
reduction	30	4	3
reduction	30	5	3
reduction	30	6	3
reduction	30	7	4
reduction	30	8	4
reduction	30	9	4
reduction	30	10	4
reduction	30	11	5
reduction	30	12	5
reduction	30	13	5
reduction	30	14	5
reduction	30	15	5
reduction	30	16	5
reduction	30	17	5
reduction	30	18	5
reduction	30	19	6
reduction	30	20	6
reduction	30	21	6
reduction	30	22	6
reduction	30	23	6
reduction	30	24	6
reduction	30	25	6
reduction	30	26	6
reduction	30	27	6
reduction	30	28	6
reduction	30	29	6
reduction	30	30	6
reduction	30	31	6
reduction	30	32	6
reduction	30	33	7
reduction	30	34	7
reduction	30	35	7
reduction	30	36	7
reduction	30	37	7
reduction	30	38	7
reduction	30	39	7
reduction	30	40	7
reduction	30	41	7
reduction	30	42	7
reduction	30	43	7
reduction	30	44	7
reduction	30	45	7
reduction	30	46	7
reduction	30	47	7
reduction	30	48	7
reduction	30	49	7
reduction	30	50	7
reduction	30	51	7
reduction	30	52	7
reduction	30	53	7
reduction	30	54	7
reduction	30	55	8
reduction	30	56	8
reduction	30	57	8
reduction	30	58	8
reduction	30	59	8
reduction	30	60	8
reduction	30	61	8
reduction	30	62	8
reduction	30	63	8
reduction	31	1	0
reduction	31	2	1
reduction	31	3	2
reduction	31	4	3
reduction	31	5	3
reduction	31	6	3
reduction	31	7	4
reduction	31	8	4
reduction	31	9	4
reduction	31	10	4
reduction	31	11	5
reduction	31	12	5
reduction	31	13	5
reduction	31	14	5
reduction	31	15	5
reduction	31	16	5
reduction	31	17	5
reduction	31	18	5
reduction	31	19	6
reduction	31	20	6
reduction	31	21	6
reduction	31	22	6
reduction	31	23	6
reduction	31	24	6
reduction	31	25	6
reduction	31	26	6
reduction	31	27	6
reduction	31	28	6
reduction	31	29	6
reduction	31	30	6
reduction	31	31	6
reduction	31	32	7
reduction	31	33	7
reduction	31	34	7
reduction	31	35	7
reduction	31	36	7
reduction	31	37	7
reduction	31	38	7
reduction	31	39	7
reduction	31	40	7
reduction	31	41	7
reduction	31	42	7
reduction	31	43	7
reduction	31	44	7
reduction	31	45	7
reduction	31	46	7
reduction	31	47	7
reduction	31	48	7
reduction	31	49	7
reduction	31	50	7
reduction	31	51	7
reduction	31	52	7
reduction	31	53	8
reduction	31	54	8
reduction	31	55	8
reduction	31	56	8
reduction	31	57	8
reduction	31	58	8
reduction	31	59	8
reduction	31	60	8
reduction	31	61	8
reduction	31	62	8
reduction	31	63	8
reduction	32	1	0
reduction	32	2	1
reduction	32	3	2
reduction	32	4	3
reduction	32	5	3
reduction	32	6	3
reduction	32	7	4
reduction	32	8	4
reduction	32	9	4
reduction	32	10	4
reduction	32	11	5
reduction	32	12	5
reduction	32	13	5
reduction	32	14	5
reduction	32	15	5
reduction	32	16	5
reduction	32	17	5
reduction	32	18	6
reduction	32	19	6
reduction	32	20	6
reduction	32	21	6
reduction	32	22	6
reduction	32	23	6
reduction	32	24	6
reduction	32	25	6
reduction	32	26	6
reduction	32	27	6
reduction	32	28	6
reduction	32	29	6
reduction	32	30	6
reduction	32	31	7
reduction	32	32	7
reduction	32	33	7
reduction	32	34	7
reduction	32	35	7
reduction	32	36	7
reduction	32	37	7
reduction	32	38	7
reduction	32	39	7
reduction	32	40	7
reduction	32	41	7
reduction	32	42	7
reduction	32	43	7
reduction	32	44	7
reduction	32	45	7
reduction	32	46	7
reduction	32	47	7
